[2022-03-28 13:32:49] 배치 Thread 실행
[2022-03-28 13:32:49] Collector Demon이 시작되었습니다...
[2022-03-28 13:32:50] [ condition query ] SUBSTR(collect_time, 1, 8) >= date_format( $$condition_value$$ , '%Y%m%d') [ condition value ] '2021-12-28'
[2022-03-28 13:32:50] [ collect_query ] SELECT fwid, fwname, if_index, date_format(collect_time, '%Y%m%d') as collect_date, Max(in_bps) as max_in_bps, Max(out_bps) as max_out_bps FROM vpms.vw_fw_device_snmp_traffic_info_max_bps WHERE SUBSTR(collect_time, 1, 8) >= date_format( '2021-12-28' , '%Y%m%d') GROUP BY fwid, if_index, collect_date 
[2022-03-28 13:32:50] Data Parsing Start
[2022-03-28 13:32:51] Data Insert End - Total Count : 340
[2022-03-28 13:32:51] [ Summary_query ] select cir_num, date_format(now(), '%Y%m%d') as collect_dt, sum(max_in_bps)/count(cir_num), sum(max_out_bps)/count(cir_num) from kds_circuit_traffic_info where cir_num = '02995000-3118' and collect_date > date_add(now(), interval -90 Day) and (max_in_bps > 1000000 * 100 or max_out_bps > 1000000 * 100); 
[2022-03-28 13:32:51] [ Summary_query ] select cir_num, date_format(now(), '%Y%m%d') as collect_dt, sum(max_in_bps)/count(cir_num), sum(max_out_bps)/count(cir_num) from kds_circuit_traffic_info where cir_num = '500240292586' and collect_date > date_add(now(), interval -90 Day) and (max_in_bps > 1000000 * 3 or max_out_bps > 1000000 * 3); 
[2022-03-28 13:32:51] [ Summary_query ] select cir_num, date_format(now(), '%Y%m%d') as collect_dt, sum(max_in_bps)/count(cir_num), sum(max_out_bps)/count(cir_num) from kds_circuit_traffic_info where cir_num = '500240292587' and collect_date > date_add(now(), interval -90 Day) and (max_in_bps > 1000000 * 3 or max_out_bps > 1000000 * 3); 
[2022-03-28 13:32:51] [ Summary_query ] select cir_num, date_format(now(), '%Y%m%d') as collect_dt, sum(max_in_bps)/count(cir_num), sum(max_out_bps)/count(cir_num) from kds_circuit_traffic_info where cir_num = '500240292588' and collect_date > date_add(now(), interval -90 Day) and (max_in_bps > 1000000 * 3 or max_out_bps > 1000000 * 3); 
[2022-03-28 13:32:51] [ Summary_query ] select cir_num, date_format(now(), '%Y%m%d') as collect_dt, sum(max_in_bps)/count(cir_num), sum(max_out_bps)/count(cir_num) from kds_circuit_traffic_info where cir_num = '500240292589' and collect_date > date_add(now(), interval -90 Day) and (max_in_bps > 1000000 * 3 or max_out_bps > 1000000 * 3); 
[2022-03-28 13:32:51] [ Summary_query ] select cir_num, date_format(now(), '%Y%m%d') as collect_dt, sum(max_in_bps)/count(cir_num), sum(max_out_bps)/count(cir_num) from kds_circuit_traffic_info where cir_num = '500240292590' and collect_date > date_add(now(), interval -90 Day) and (max_in_bps > 1000000 * 10 or max_out_bps > 1000000 * 10); 
[2022-03-28 13:32:51] [ Summary_query ] select cir_num, date_format(now(), '%Y%m%d') as collect_dt, sum(max_in_bps)/count(cir_num), sum(max_out_bps)/count(cir_num) from kds_circuit_traffic_info where cir_num = '500240292591' and collect_date > date_add(now(), interval -90 Day) and (max_in_bps > 1000000 * 10 or max_out_bps > 1000000 * 10); 
[2022-03-28 13:32:51] [ Summary_query ] select cir_num, date_format(now(), '%Y%m%d') as collect_dt, sum(max_in_bps)/count(cir_num), sum(max_out_bps)/count(cir_num) from kds_circuit_traffic_info where cir_num = '500240292592' and collect_date > date_add(now(), interval -90 Day) and (max_in_bps > 1000000 * 10 or max_out_bps > 1000000 * 10); 
[2022-03-28 13:32:51] [ Summary_query ] select cir_num, date_format(now(), '%Y%m%d') as collect_dt, sum(max_in_bps)/count(cir_num), sum(max_out_bps)/count(cir_num) from kds_circuit_traffic_info where cir_num = '500240292593' and collect_date > date_add(now(), interval -90 Day) and (max_in_bps > 1000000 * 10 or max_out_bps > 1000000 * 10); 
[2022-03-28 13:32:51] [ Summary_query ] select cir_num, date_format(now(), '%Y%m%d') as collect_dt, sum(max_in_bps)/count(cir_num), sum(max_out_bps)/count(cir_num) from kds_circuit_traffic_info where cir_num = '500240292594' and collect_date > date_add(now(), interval -90 Day) and (max_in_bps > 1000000 * 3 or max_out_bps > 1000000 * 3); 
[2022-03-28 13:32:51] [ Summary_query ] select cir_num, date_format(now(), '%Y%m%d') as collect_dt, sum(max_in_bps)/count(cir_num), sum(max_out_bps)/count(cir_num) from kds_circuit_traffic_info where cir_num = '500240292595' and collect_date > date_add(now(), interval -90 Day) and (max_in_bps > 1000000 * 3 or max_out_bps > 1000000 * 3); 
[2022-03-28 13:32:51] [ Summary_query ] select cir_num, date_format(now(), '%Y%m%d') as collect_dt, sum(max_in_bps)/count(cir_num), sum(max_out_bps)/count(cir_num) from kds_circuit_traffic_info where cir_num = '500240292596' and collect_date > date_add(now(), interval -90 Day) and (max_in_bps > 1000000 * 10 or max_out_bps > 1000000 * 10); 
[2022-03-28 13:32:51] [ Summary_query ] select cir_num, date_format(now(), '%Y%m%d') as collect_dt, sum(max_in_bps)/count(cir_num), sum(max_out_bps)/count(cir_num) from kds_circuit_traffic_info where cir_num = '500240292597' and collect_date > date_add(now(), interval -90 Day) and (max_in_bps > 1000000 * 10 or max_out_bps > 1000000 * 10); 
[2022-03-28 13:32:51] [ Summary_query ] select cir_num, date_format(now(), '%Y%m%d') as collect_dt, sum(max_in_bps)/count(cir_num), sum(max_out_bps)/count(cir_num) from kds_circuit_traffic_info where cir_num = '500240292598' and collect_date > date_add(now(), interval -90 Day) and (max_in_bps > 1000000 * 10 or max_out_bps > 1000000 * 10); 
[2022-03-28 13:32:51] [ Summary_query ] select cir_num, date_format(now(), '%Y%m%d') as collect_dt, sum(max_in_bps)/count(cir_num), sum(max_out_bps)/count(cir_num) from kds_circuit_traffic_info where cir_num = '500240292599' and collect_date > date_add(now(), interval -90 Day) and (max_in_bps > 1000000 * 10 or max_out_bps > 1000000 * 10); 
[2022-03-28 13:32:51] [ Summary_query ] select cir_num, date_format(now(), '%Y%m%d') as collect_dt, sum(max_in_bps)/count(cir_num), sum(max_out_bps)/count(cir_num) from kds_circuit_traffic_info where cir_num = '500240292600' and collect_date > date_add(now(), interval -90 Day) and (max_in_bps > 1000000 * 3 or max_out_bps > 1000000 * 3); 
[2022-03-28 13:32:51] [ Summary_query ] select cir_num, date_format(now(), '%Y%m%d') as collect_dt, sum(max_in_bps)/count(cir_num), sum(max_out_bps)/count(cir_num) from kds_circuit_traffic_info where cir_num = '500240292601' and collect_date > date_add(now(), interval -90 Day) and (max_in_bps > 1000000 * 3 or max_out_bps > 1000000 * 3); 
[2022-03-28 13:32:51] [ Summary_query ] select cir_num, date_format(now(), '%Y%m%d') as collect_dt, sum(max_in_bps)/count(cir_num), sum(max_out_bps)/count(cir_num) from kds_circuit_traffic_info where cir_num = '500240292602' and collect_date > date_add(now(), interval -90 Day) and (max_in_bps > 1000000 * 10 or max_out_bps > 1000000 * 10); 
[2022-03-28 13:32:51] [ Summary_query ] select cir_num, date_format(now(), '%Y%m%d') as collect_dt, sum(max_in_bps)/count(cir_num), sum(max_out_bps)/count(cir_num) from kds_circuit_traffic_info where cir_num = '500240292603' and collect_date > date_add(now(), interval -90 Day) and (max_in_bps > 1000000 * 10 or max_out_bps > 1000000 * 10); 
[2022-03-28 13:32:51] [ Summary_query ] select cir_num, date_format(now(), '%Y%m%d') as collect_dt, sum(max_in_bps)/count(cir_num), sum(max_out_bps)/count(cir_num) from kds_circuit_traffic_info where cir_num = '500240292604' and collect_date > date_add(now(), interval -90 Day) and (max_in_bps > 1000000 * 10 or max_out_bps > 1000000 * 10); 
[2022-03-28 13:32:51] [ Summary_query ] select cir_num, date_format(now(), '%Y%m%d') as collect_dt, sum(max_in_bps)/count(cir_num), sum(max_out_bps)/count(cir_num) from kds_circuit_traffic_info where cir_num = '500240292605' and collect_date > date_add(now(), interval -90 Day) and (max_in_bps > 1000000 * 10 or max_out_bps > 1000000 * 10); 
[2022-03-28 13:32:51] [ Summary_query ] select cir_num, date_format(now(), '%Y%m%d') as collect_dt, sum(max_in_bps)/count(cir_num), sum(max_out_bps)/count(cir_num) from kds_circuit_traffic_info where cir_num = '500240292606' and collect_date > date_add(now(), interval -90 Day) and (max_in_bps > 1000000 * 10 or max_out_bps > 1000000 * 10); 
[2022-03-28 13:32:51] [ Summary_query ] select cir_num, date_format(now(), '%Y%m%d') as collect_dt, sum(max_in_bps)/count(cir_num), sum(max_out_bps)/count(cir_num) from kds_circuit_traffic_info where cir_num = '500240292607' and collect_date > date_add(now(), interval -90 Day) and (max_in_bps > 1000000 * 10 or max_out_bps > 1000000 * 10); 
[2022-03-28 13:32:51] [ Summary_query ] select cir_num, date_format(now(), '%Y%m%d') as collect_dt, sum(max_in_bps)/count(cir_num), sum(max_out_bps)/count(cir_num) from kds_circuit_traffic_info where cir_num = '500240292608' and collect_date > date_add(now(), interval -90 Day) and (max_in_bps > 1000000 * 5 or max_out_bps > 1000000 * 5); 
[2022-03-28 13:32:51] [ Summary_query ] select cir_num, date_format(now(), '%Y%m%d') as collect_dt, sum(max_in_bps)/count(cir_num), sum(max_out_bps)/count(cir_num) from kds_circuit_traffic_info where cir_num = '500240353879' and collect_date > date_add(now(), interval -90 Day) and (max_in_bps > 1000000 * 100 or max_out_bps > 1000000 * 100); 
[2022-03-28 13:32:51] [ Summary_query ] select cir_num, date_format(now(), '%Y%m%d') as collect_dt, sum(max_in_bps)/count(cir_num), sum(max_out_bps)/count(cir_num) from kds_circuit_traffic_info where cir_num = 'L-집선2(인)' and collect_date > date_add(now(), interval -90 Day) and (max_in_bps > 1000000 * 200 or max_out_bps > 1000000 * 200); 
